race,sex,age,age_cat,marital_status,custody_status,juv_offense,priors_count,c_charge_degree,days_in_jail_or_prison,decile_score,is_recid,sqrt_age,sqrt_priors_count,sqrt_days_in_jail_or_prison,risk
African-American,Female,22,Less than 25,Single,Pretrial Defendant,0,4,(F3),33,10,0,4.69041575982343,2,5.744562646538029,Higher
Caucasian,Male,26,25 - 45,Single,Jail Inmate,0,0,(F2),342,7,0,5.0990195135927845,0,18.49324200890693,Higher
Caucasian,Male,30,25 - 45,Married,Jail Inmate,0,0,(F2),1,2,1,5.477225575051661,0,1,Lower
African-American,Male,25,25 - 45,Single,Jail Inmate,0,0,(M2),0,3,1,5,0,0,Lower
Caucasian,Male,25,25 - 45,Single,Jail Inmate,0,2,(F3),9,5,0,5,1.4142135623730951,3,Lower
Caucasian,Male,28,25 - 45,Single,Jail Inmate,0,2,(F3),1,7,0,5.291502622129181,1.4142135623730951,1,Higher
African-American,Female,32,25 - 45,Married,Jail Inmate,0,0,(M1),0,1,1,5.656854249492381,0,0,Lower
African-American,Male,35,25 - 45,Divorced,Jail Inmate,0,7,(F3),29,4,0,5.916079783099616,2.6457513110645907,5.385164807134504,Lower
African-American,Male,49,Greater than 45,Married,Jail Inmate,0,0,(M1),4,1,1,7,0,2,Lower
Caucasian,Male,36,25 - 45,Single,Jail Inmate,0,5,(F3),1,3,1,6,2.23606797749979,1,Lower
African-American,Male,33,25 - 45,Single,Jail Inmate,0,16,(M2),33,9,1,5.744562646538029,4,5.744562646538029,Higher
Other,Male,30,25 - 45,Married,Jail Inmate,0,1,(F2),2,1,0,5.477225575051661,1,1.4142135623730951,Lower
Caucasian,Female,23,Less than 25,Single,Pretrial Defendant,0,1,(M1),4,3,0,4.795831523312719,1,2,Lower
Caucasian,Female,58,Greater than 45,Significant Other,Pretrial Defendant,0,1,(M1),0,2,0,7.615773105863909,1,0,Lower
African-American,Male,22,Less than 25,Single,Jail Inmate,0,2,(F3),0,7,1,4.69041575982343,1.4142135623730951,0,Higher
Caucasian,Male,28,25 - 45,Single,Pretrial Defendant,0,2,(F3),0,3,1,5.291502622129181,1.4142135623730951,0,Lower
Caucasian,Male,25,25 - 45,Single,Pretrial Defendant,0,1,(M2),5,5,0,5,1,2.23606797749979,Lower
Hispanic,Male,28,25 - 45,Significant Other,Jail Inmate,0,0,(M2),0,1,1,5.291502622129181,0,0,Lower
African-American,Male,26,25 - 45,Single,Jail Inmate,1,6,(F3),2186,10,1,5.0990195135927845,2.449489742783178,46.75467891024384,Higher
African-American,Male,28,25 - 45,Single,Jail Inmate,0,9,(F3),243,10,0,5.291502622129181,3,15.588457268119896,Higher
Caucasian,Female,36,25 - 45,Married,Pretrial Defendant,0,3,(F3),1,1,1,6,1.7320508075688772,1,Lower
Caucasian,Male,23,Less than 25,Significant Other,Jail Inmate,0,0,(F3),0,9,0,4.795831523312719,0,0,Higher
African-American,Male,22,Less than 25,Single,Jail Inmate,0,0,(F2),0,5,1,4.69041575982343,0,0,Lower
African-American,Male,26,25 - 45,Single,Jail Inmate,0,0,(F3),2,3,0,5.0990195135927845,0,1.4142135623730951,Lower
African-American,Male,25,25 - 45,Single,Jail Inmate,0,1,(F3),0,5,0,5,1,0,Lower
African-American,Female,27,25 - 45,Single,Jail Inmate,0,0,(F3),0,5,0,5.196152422706632,0,0,Lower
Native American,Male,40,25 - 45,Single,Jail Inmate,0,2,(M2),1,6,0,6.324555320336759,1.4142135623730951,1,Higher
African-American,Male,28,25 - 45,Single,Jail Inmate,0,0,(M1),1,2,1,5.291502622129181,0,1,Lower
Caucasian,Male,38,25 - 45,Single,Jail Inmate,0,1,(F3),126,2,0,6.164414002968976,1,11.224972160321824,Lower
African-American,Male,56,Greater than 45,Married,Jail Inmate,0,1,(F3),1,1,0,7.483314773547883,1,1,Lower
African-American,Male,36,25 - 45,Single,Jail Inmate,0,0,(F3),280,4,0,6,0,16.73320053068151,Lower
Caucasian,Male,51,Greater than 45,Married,Jail Inmate,0,0,(M1),2,1,0,7.14142842854285,0,1.4142135623730951,Lower
African-American,Female,22,Less than 25,Single,Jail Inmate,0,1,(M1),1,4,0,4.69041575982343,1,1,Lower
African-American,Female,35,25 - 45,Single,Jail Inmate,1,9,(F3),860,8,0,5.916079783099616,3,29.32575659723036,Higher
Caucasian,Male,24,Less than 25,Single,Jail Inmate,0,0,(M2),1,5,1,4.898979485566356,0,1,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,6,(M1),1,4,1,5.196152422706632,2.449489742783178,1,Lower
Caucasian,Male,33,25 - 45,Single,Jail Inmate,0,7,(F3),1072,9,0,5.744562646538029,2.6457513110645907,32.7414110874898,Higher
African-American,Male,30,25 - 45,Single,Jail Inmate,1,12,(F3),90,7,0,5.477225575051661,3.4641016151377544,9.486832980505138,Higher
Caucasian,Male,22,Less than 25,Single,Jail Inmate,1,2,(F2),0,9,1,4.69041575982343,1.4142135623730951,0,Higher
Hispanic,Male,28,25 - 45,Single,Jail Inmate,0,0,(M1),87,3,0,5.291502622129181,0,9.327379053088816,Lower
Caucasian,Male,55,Greater than 45,Single,Jail Inmate,0,2,(F3),1,1,0,7.416198487095663,1.4142135623730951,1,Lower
Caucasian,Female,23,Less than 25,Single,Jail Inmate,0,4,(M1),139,9,1,4.795831523312719,2,11.789826122551595,Higher
African-American,Male,26,25 - 45,Single,Jail Inmate,0,0,(F3),0,3,0,5.0990195135927845,0,0,Lower
Caucasian,Female,27,25 - 45,Single,Jail Inmate,0,0,(M1),0,2,1,5.196152422706632,0,0,Lower
African-American,Male,31,25 - 45,Single,Jail Inmate,0,8,(F3),22,9,1,5.5677643628300215,2.8284271247461903,4.69041575982343,Higher
Caucasian,Male,25,25 - 45,Single,Jail Inmate,1,3,(F3),8,7,0,5,1.7320508075688772,2.8284271247461903,Higher
Caucasian,Female,52,Greater than 45,Single,Jail Inmate,0,0,(M1),1,1,0,7.211102550927978,0,1,Lower
Caucasian,Male,20,Less than 25,Single,Jail Inmate,0,0,(F3),1,4,0,4.47213595499958,0,1,Lower
Hispanic,Male,35,25 - 45,Single,Jail Inmate,0,0,(F3),845,7,0,5.916079783099616,0,29.068883707497267,Higher
Caucasian,Male,58,Greater than 45,Single,Jail Inmate,0,0,(F2),4,1,0,7.615773105863909,0,2,Lower
Caucasian,Female,24,Less than 25,Single,Pretrial Defendant,0,0,(F3),1,5,0,4.898979485566356,0,1,Lower
Caucasian,Male,49,Greater than 45,Single,Jail Inmate,0,2,(M1),0,4,0,7,1.4142135623730951,0,Lower
Other,Male,57,Greater than 45,Married,Jail Inmate,0,0,(F3),0,1,0,7.54983443527075,0,0,Lower
African-American,Male,40,25 - 45,Single,Jail Inmate,0,0,(M1),0,3,0,6.324555320336759,0,0,Lower
African-American,Male,19,Less than 25,Single,Jail Inmate,0,0,(F3),0,8,0,4.358898943540674,0,0,Higher
Other,Female,23,Less than 25,Single,Jail Inmate,0,1,(M1),2,7,0,4.795831523312719,1,1.4142135623730951,Higher
Caucasian,Male,38,25 - 45,Married,Jail Inmate,0,2,(F2),1,1,0,6.164414002968976,1.4142135623730951,1,Lower
Caucasian,Male,53,Greater than 45,Single,Jail Inmate,0,0,(F3),1,2,0,7.280109889280518,0,1,Lower
Hispanic,Male,26,25 - 45,Single,Pretrial Defendant,0,1,(M2),1,5,0,5.0990195135927845,1,1,Lower
African-American,Male,20,Less than 25,Single,Jail Inmate,0,3,(F2),25,7,1,4.47213595499958,1.7320508075688772,5,Higher
African-American,Male,34,25 - 45,Single,Jail Inmate,0,2,(F3),1,2,0,5.830951894845301,1.4142135623730951,1,Lower
African-American,Male,25,25 - 45,Single,Jail Inmate,0,11,(M1),114,9,1,5,3.3166247903554,10.677078252031311,Higher
Caucasian,Female,24,Less than 25,Single,Jail Inmate,0,0,(F3),1,5,0,4.898979485566356,0,1,Lower
Caucasian,Male,49,Greater than 45,Single,Jail Inmate,0,4,(MO3),112,6,1,7,2,10.583005244258363,Higher
African-American,Male,27,25 - 45,Single,Jail Inmate,0,15,(F2),32,10,1,5.196152422706632,3.872983346207417,5.656854249492381,Higher
Other,Male,23,Less than 25,Single,Jail Inmate,0,0,(F3),1,4,0,4.795831523312719,0,1,Lower
African-American,Male,28,25 - 45,Married,Pretrial Defendant,0,10,(F3),654,5,1,5.291502622129181,3.1622776601683795,25.573423705088842,Lower
Caucasian,Male,55,Greater than 45,Single,Jail Inmate,0,0,(F3),1,5,0,7.416198487095663,0,1,Lower
Caucasian,Male,47,Greater than 45,Single,Jail Inmate,0,3,(M1),13,3,1,6.855654600401044,1.7320508075688772,3.605551275463989,Lower
African-American,Male,55,Greater than 45,Single,Jail Inmate,0,10,(M1),4769,7,1,7.416198487095663,3.1622776601683795,69.05794668247819,Higher
African-American,Male,22,Less than 25,Single,Jail Inmate,0,0,(F3),1,3,1,4.69041575982343,0,1,Lower
Hispanic,Male,51,Greater than 45,Single,Jail Inmate,0,1,(F1),0,1,0,7.14142842854285,1,0,Lower
African-American,Male,32,25 - 45,Single,Jail Inmate,0,9,(F2),113,8,1,5.656854249492381,3,10.63014581273465,Higher
Caucasian,Male,55,Greater than 45,Married,Jail Inmate,0,0,(F3),1,1,1,7.416198487095663,0,1,Lower
African-American,Male,55,Greater than 45,Married,Jail Inmate,0,9,(F3),1,2,0,7.416198487095663,3,1,Lower
African-American,Male,23,Less than 25,Significant Other,Jail Inmate,0,3,(M1),0,5,0,4.795831523312719,1.7320508075688772,0,Lower
Caucasian,Male,54,Greater than 45,Single,Pretrial Defendant,0,2,(F3),29,4,1,7.3484692283495345,1.4142135623730951,5.385164807134504,Lower
Asian,Male,40,25 - 45,Single,Jail Inmate,0,0,(F3),20,1,0,6.324555320336759,0,4.47213595499958,Lower
Hispanic,Male,39,25 - 45,Married,Pretrial Defendant,0,1,(M1),0,1,0,6.244997998398398,1,0,Lower
African-American,Male,27,25 - 45,Married,Jail Inmate,0,0,(M1),1,2,1,5.196152422706632,0,1,Lower
African-American,Female,29,25 - 45,Single,Jail Inmate,0,5,(F3),1,7,1,5.385164807134504,2.23606797749979,1,Higher
Caucasian,Female,45,Greater than 45,Single,Jail Inmate,0,0,(M1),1,1,0,6.708203932499369,0,1,Lower
Other,Male,25,25 - 45,Single,Jail Inmate,0,2,(M2),65,6,0,5,1.4142135623730951,8.06225774829855,Higher
African-American,Male,34,25 - 45,Single,Pretrial Defendant,0,6,(F2),2,7,0,5.830951894845301,2.449489742783178,1.4142135623730951,Higher
Caucasian,Male,40,25 - 45,Divorced,Jail Inmate,0,4,(F3),36,3,1,6.324555320336759,2,6,Lower
African-American,Male,38,25 - 45,Significant Other,Jail Inmate,0,7,(F3),7,4,1,6.164414002968976,2.6457513110645907,2.6457513110645907,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,9,(F3),13,8,0,5.196152422706632,3,3.605551275463989,Higher
African-American,Male,26,25 - 45,Single,Jail Inmate,0,3,(F2),2,10,1,5.0990195135927845,1.7320508075688772,1.4142135623730951,Higher
African-American,Male,21,Less than 25,Single,Jail Inmate,0,0,(F3),2,4,0,4.58257569495584,0,1.4142135623730951,Lower
African-American,Female,37,25 - 45,Married,Pretrial Defendant,0,0,(F3),1,1,0,6.082762530298219,0,1,Lower
Caucasian,Male,41,25 - 45,Significant Other,Jail Inmate,0,1,(F3),1,1,0,6.4031242374328485,1,1,Lower
Other,Female,33,25 - 45,Single,Jail Inmate,0,0,(F3),1,2,0,5.744562646538029,0,1,Lower
African-American,Male,57,Greater than 45,Single,Jail Inmate,0,1,(F1),1,1,0,7.54983443527075,1,1,Lower
African-American,Male,34,25 - 45,Single,Jail Inmate,0,3,(M2),1,9,0,5.830951894845301,1.7320508075688772,1,Higher
African-American,Male,29,25 - 45,Single,Jail Inmate,0,1,(F3),1,4,1,5.385164807134504,1,1,Lower
Hispanic,Male,51,Greater than 45,Married,Pretrial Defendant,0,1,(F1),8,1,0,7.14142842854285,1,2.8284271247461903,Lower
Caucasian,Female,37,25 - 45,Single,Jail Inmate,0,2,(M1),19,3,0,6.082762530298219,1.4142135623730951,4.358898943540674,Lower
Hispanic,Male,45,Greater than 45,Single,Jail Inmate,0,8,(F3),0,7,0,6.708203932499369,2.8284271247461903,0,Higher
Caucasian,Male,22,Less than 25,Single,Pretrial Defendant,0,1,(F3),8,4,1,4.69041575982343,1,2.8284271247461903,Lower
African-American,Female,22,Less than 25,Single,Jail Inmate,0,0,(M1),1,8,1,4.69041575982343,0,1,Higher
African-American,Male,21,Less than 25,Single,Jail Inmate,0,0,(M1),45,4,0,4.58257569495584,0,6.708203932499369,Lower
Caucasian,Male,56,Greater than 45,Single,Jail Inmate,0,1,(M1),1,1,0,7.483314773547883,1,1,Lower
African-American,Male,48,Greater than 45,Married,Jail Inmate,0,4,(F3),1,3,0,6.928203230275509,2,1,Lower
Hispanic,Male,27,25 - 45,Single,Jail Inmate,0,1,(M1),1,2,0,5.196152422706632,1,1,Lower
Caucasian,Male,27,25 - 45,Single,Jail Inmate,0,2,(F2),7,6,1,5.196152422706632,1.4142135623730951,2.6457513110645907,Higher
Hispanic,Male,34,25 - 45,Significant Other,Jail Inmate,0,1,(F3),4,2,0,5.830951894845301,1,2,Lower
African-American,Male,23,Less than 25,Separated,Jail Inmate,1,5,(F3),1,6,1,4.795831523312719,2.23606797749979,1,Higher
African-American,Male,46,Greater than 45,Divorced,Pretrial Defendant,0,1,(F3),1,3,0,6.782329983125268,1,1,Lower
African-American,Male,47,Greater than 45,Single,Jail Inmate,0,3,(F3),2,5,1,6.855654600401044,1.7320508075688772,1.4142135623730951,Lower
African-American,Male,33,25 - 45,Single,Jail Inmate,1,6,(M2),2,3,1,5.744562646538029,2.449489742783178,1.4142135623730951,Lower
Caucasian,Male,58,Greater than 45,Single,Jail Inmate,0,1,(F3),2,1,0,7.615773105863909,1,1.4142135623730951,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,1,(F3),29,2,0,5.196152422706632,1,5.385164807134504,Lower
African-American,Female,33,25 - 45,Single,Pretrial Defendant,0,1,(F3),1,5,0,5.744562646538029,1,1,Lower
African-American,Female,40,25 - 45,Single,Jail Inmate,0,2,(M2),101,5,0,6.324555320336759,1.4142135623730951,10.04987562112089,Lower
Caucasian,Female,37,25 - 45,Significant Other,Jail Inmate,0,1,(M1),14,3,0,6.082762530298219,1,3.7416573867739413,Lower
Caucasian,Male,32,25 - 45,Single,Jail Inmate,0,0,(F3),1,7,0,5.656854249492381,0,1,Higher
Caucasian,Male,22,Less than 25,Single,Jail Inmate,0,0,(F3),0,5,1,4.69041575982343,0,0,Lower
Caucasian,Male,39,25 - 45,Separated,Jail Inmate,0,2,(F3),8,3,0,6.244997998398398,1.4142135623730951,2.8284271247461903,Lower
African-American,Female,20,Less than 25,Single,Jail Inmate,0,1,(F3),1,4,0,4.47213595499958,1,1,Lower
African-American,Male,50,Greater than 45,Single,Jail Inmate,0,16,(M1),2025,7,0,7.0710678118654755,4,45,Higher
Caucasian,Male,35,25 - 45,Single,Jail Inmate,1,1,(F3),0,1,0,5.916079783099616,1,0,Lower
Hispanic,Male,22,Less than 25,Single,Jail Inmate,0,0,(M2),1,2,0,4.69041575982343,0,1,Lower
African-American,Male,43,25 - 45,Single,Jail Inmate,0,7,(F3),2,6,1,6.557438524302,2.6457513110645907,1.4142135623730951,Higher
Caucasian,Male,67,Greater than 45,Single,Jail Inmate,0,5,(F3),1,1,0,8.18535277187245,2.23606797749979,1,Lower
Hispanic,Male,37,25 - 45,Single,Jail Inmate,0,4,(M1),1,4,0,6.082762530298219,2,1,Lower
African-American,Male,19,Less than 25,Single,Jail Inmate,0,0,(M1),1,4,0,4.358898943540674,0,1,Lower
African-American,Male,26,25 - 45,Single,Jail Inmate,0,2,(F3),1,8,1,5.0990195135927845,1.4142135623730951,1,Higher
Hispanic,Male,60,Greater than 45,Single,Jail Inmate,0,0,(F3),1,4,0,7.745966692414834,0,1,Lower
Caucasian,Female,39,25 - 45,Single,Jail Inmate,0,1,(F1),7,4,0,6.244997998398398,1,2.6457513110645907,Lower
African-American,Male,36,25 - 45,Single,Jail Inmate,1,16,(M1),292,8,1,6,4,17.08800749063506,Higher
Caucasian,Male,21,Less than 25,Single,Jail Inmate,0,0,(M2),1,4,1,4.58257569495584,0,1,Lower
Hispanic,Female,28,25 - 45,Single,Jail Inmate,0,1,(F3),1,3,1,5.291502622129181,1,1,Lower
Caucasian,Female,22,Less than 25,Separated,Jail Inmate,0,0,(F3),0,5,0,4.69041575982343,0,0,Lower
Other,Female,70,Greater than 45,Married,Jail Inmate,0,0,(F3),1,1,0,8.366600265340756,0,1,Lower
African-American,Male,23,Less than 25,Single,Jail Inmate,0,1,(F3),2,8,0,4.795831523312719,1,1.4142135623730951,Higher
African-American,Male,53,Greater than 45,Single,Jail Inmate,0,6,(F3),6578,2,1,7.280109889280518,2.449489742783178,81.10487038396646,Lower
Caucasian,Male,37,25 - 45,Single,Jail Inmate,0,0,(F3),1,6,0,6.082762530298219,0,1,Higher
African-American,Male,21,Less than 25,Single,Jail Inmate,0,1,(F3),2,6,1,4.58257569495584,1,1.4142135623730951,Higher
African-American,Male,28,25 - 45,Single,Jail Inmate,0,1,(F3),1,6,0,5.291502622129181,1,1,Higher
African-American,Male,21,Less than 25,Single,Jail Inmate,0,1,(F3),157,6,0,4.58257569495584,1,12.529964086141668,Higher
Caucasian,Male,32,25 - 45,Divorced,Jail Inmate,1,2,(F3),1,3,0,5.656854249492381,1.4142135623730951,1,Lower
African-American,Male,56,Greater than 45,Single,Jail Inmate,0,0,(F3),6,1,0,7.483314773547883,0,2.449489742783178,Lower
Caucasian,Male,30,25 - 45,Single,Jail Inmate,0,3,(M1),1,3,0,5.477225575051661,1.7320508075688772,1,Lower
Caucasian,Male,27,25 - 45,Single,Jail Inmate,0,0,(F3),47,8,1,5.196152422706632,0,6.855654600401044,Higher
Hispanic,Male,37,25 - 45,Separated,Jail Inmate,0,6,(F3),1,2,1,6.082762530298219,2.449489742783178,1,Lower
African-American,Male,43,25 - 45,Single,Jail Inmate,0,12,(F3),801,6,0,6.557438524302,3.4641016151377544,28.30194339616981,Higher
African-American,Male,27,25 - 45,Single,Jail Inmate,0,1,(F3),2,8,0,5.196152422706632,1,1.4142135623730951,Higher
African-American,Male,41,25 - 45,Single,Jail Inmate,1,7,(M1),1029,7,1,6.4031242374328485,2.6457513110645907,32.07802986469088,Higher
Caucasian,Male,37,25 - 45,Single,Jail Inmate,0,2,(F3),1,6,0,6.082762530298219,1.4142135623730951,1,Higher
African-American,Female,30,25 - 45,Single,Jail Inmate,0,7,(M1),1,3,1,5.477225575051661,2.6457513110645907,1,Lower
Caucasian,Female,52,Greater than 45,Divorced,Pretrial Defendant,0,7,(F1),13,6,0,7.211102550927978,2.6457513110645907,3.605551275463989,Higher
African-American,Male,32,25 - 45,Single,Jail Inmate,1,7,(F3),1719,8,1,5.656854249492381,2.6457513110645907,41.46082488325576,Higher
African-American,Male,32,25 - 45,Single,Jail Inmate,0,3,(F3),1,4,0,5.656854249492381,1.7320508075688772,1,Lower
Caucasian,Male,43,25 - 45,Single,Jail Inmate,1,4,(M2),1386,4,0,6.557438524302,2,37.22902093797257,Lower
Caucasian,Male,59,Greater than 45,Significant Other,Jail Inmate,0,0,(M1),1,1,0,7.681145747868608,0,1,Lower
Caucasian,Female,34,25 - 45,Single,Pretrial Defendant,0,5,(F3),1,5,1,5.830951894845301,2.23606797749979,1,Lower
African-American,Male,46,Greater than 45,Married,Jail Inmate,0,3,(F3),2,1,0,6.782329983125268,1.7320508075688772,1.4142135623730951,Lower
African-American,Male,24,Less than 25,Single,Jail Inmate,0,1,(F3),1,3,1,4.898979485566356,1,1,Lower
African-American,Male,32,25 - 45,Single,Jail Inmate,1,7,(F3),51,6,1,5.656854249492381,2.6457513110645907,7.14142842854285,Higher
Caucasian,Male,43,25 - 45,Single,Jail Inmate,0,6,(F3),157,4,1,6.557438524302,2.449489742783178,12.529964086141668,Lower
Caucasian,Male,50,Greater than 45,Single,Jail Inmate,0,3,(F2),12,2,0,7.0710678118654755,1.7320508075688772,3.4641016151377544,Lower
Caucasian,Male,30,25 - 45,Single,Jail Inmate,1,4,(F2),2276,4,1,5.477225575051661,2,47.70744176750625,Lower
Caucasian,Male,36,25 - 45,Single,Jail Inmate,0,6,(F3),1255,8,0,6,2.449489742783178,35.4259791678367,Higher
African-American,Male,44,25 - 45,Single,Jail Inmate,0,4,(F3),3945,10,0,6.6332495807108,2,62.80923498976882,Higher
African-American,Male,37,25 - 45,Single,Jail Inmate,0,3,(M1),1,7,0,6.082762530298219,1.7320508075688772,1,Higher
Hispanic,Male,25,25 - 45,Unknown,Jail Inmate,0,3,(M2),0,2,0,5,1.7320508075688772,0,Lower
Hispanic,Male,37,25 - 45,Unknown,Jail Inmate,0,1,(F3),0,5,0,6.082762530298219,1,0,Lower
Caucasian,Male,40,25 - 45,Single,Jail Inmate,0,3,(M1),58,4,0,6.324555320336759,1.7320508075688772,7.615773105863909,Lower
Caucasian,Female,53,Greater than 45,Married,Jail Inmate,0,0,(M1),0,1,0,7.280109889280518,0,0,Lower
Other,Male,31,25 - 45,Married,Jail Inmate,0,6,(M1),1,2,1,5.5677643628300215,2.449489742783178,1,Lower
African-American,Male,33,25 - 45,Married,Jail Inmate,0,4,(M1),1,3,0,5.744562646538029,2,1,Lower
African-American,Female,22,Less than 25,Single,Jail Inmate,0,0,(M1),1,4,0,4.69041575982343,0,1,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,2,(M1),1,3,1,5.196152422706632,1.4142135623730951,1,Lower
African-American,Male,27,25 - 45,Married,Jail Inmate,0,3,(F3),1,2,0,5.196152422706632,1.7320508075688772,1,Lower
African-American,Male,25,25 - 45,Married,Jail Inmate,0,5,(M1),20,8,1,5,2.23606797749979,4.47213595499958,Higher
Caucasian,Male,24,Less than 25,Single,Jail Inmate,0,2,(F3),1,2,0,4.898979485566356,1.4142135623730951,1,Lower
African-American,Female,24,Less than 25,Single,Jail Inmate,0,2,(F2),0,5,1,4.898979485566356,1.4142135623730951,0,Lower
African-American,Female,26,25 - 45,Single,Jail Inmate,0,1,(F3),0,7,0,5.0990195135927845,1,0,Higher
African-American,Female,35,25 - 45,Single,Jail Inmate,0,0,(F3),1898,10,0,5.916079783099616,0,43.56604182158393,Higher
African-American,Female,26,25 - 45,Single,Jail Inmate,0,3,(F3),1,10,1,5.0990195135927845,1.7320508075688772,1,Higher
Caucasian,Male,20,Less than 25,Single,Jail Inmate,0,0,(F3),2,4,1,4.47213595499958,0,1.4142135623730951,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,4,(MO3),0,6,1,5.196152422706632,2,0,Higher
African-American,Male,40,25 - 45,Single,Jail Inmate,0,5,(F3),144,3,0,6.324555320336759,2.23606797749979,12,Lower
Caucasian,Male,24,Less than 25,Married,Jail Inmate,0,1,(F3),1,3,1,4.898979485566356,1,1,Lower
African-American,Male,26,25 - 45,Single,Jail Inmate,0,8,(F3),0,7,1,5.0990195135927845,2.8284271247461903,0,Higher
Caucasian,Male,26,25 - 45,Separated,Jail Inmate,0,5,(M2),6,5,0,5.0990195135927845,2.23606797749979,2.449489742783178,Lower
Hispanic,Male,54,Greater than 45,Single,Jail Inmate,0,0,(F2),1,1,1,7.3484692283495345,0,1,Lower
Caucasian,Male,39,25 - 45,Single,Jail Inmate,0,0,(M1),2,2,0,6.244997998398398,0,1.4142135623730951,Lower
African-American,Male,64,Greater than 45,Single,Pretrial Defendant,0,13,(M1),631,6,0,8,3.605551275463989,25.11971337416094,Higher
Caucasian,Male,24,Less than 25,Single,Jail Inmate,0,0,(F3),1,2,0,4.898979485566356,0,1,Lower
African-American,Male,29,25 - 45,Single,Pretrial Defendant,0,4,(F3),24,1,0,5.385164807134504,2,4.898979485566356,Lower
Caucasian,Female,57,Greater than 45,Married,Pretrial Defendant,0,0,(M1),1,1,0,7.54983443527075,0,1,Lower
Caucasian,Female,46,Greater than 45,Single,Jail Inmate,0,0,(M2),2,1,0,6.782329983125268,0,1.4142135623730951,Lower
African-American,Male,56,Greater than 45,Married,Jail Inmate,0,16,(F3),3425,5,0,7.483314773547883,4,58.52349955359813,Lower
Caucasian,Female,39,25 - 45,Married,Pretrial Defendant,0,1,(M1),3,2,0,6.244997998398398,1,1.7320508075688772,Lower
African-American,Male,31,25 - 45,Single,Jail Inmate,0,0,(M1),1,3,0,5.5677643628300215,0,1,Lower
Caucasian,Female,39,25 - 45,Divorced,Pretrial Defendant,0,0,(M2),0,2,0,6.244997998398398,0,0,Lower
Caucasian,Male,68,Greater than 45,Single,Jail Inmate,0,4,(M1),12,1,0,8.246211251235321,2,3.4641016151377544,Lower
Caucasian,Male,25,25 - 45,Single,Jail Inmate,0,0,(F3),1,7,0,5,0,1,Higher
African-American,Male,28,25 - 45,Single,Jail Inmate,0,1,(M1),1,3,1,5.291502622129181,1,1,Lower
African-American,Male,39,25 - 45,Single,Jail Inmate,0,19,(M1),426,6,1,6.244997998398398,4.358898943540674,20.639767440550294,Higher
Caucasian,Male,38,25 - 45,Single,Jail Inmate,0,0,(M1),1,1,0,6.164414002968976,0,1,Lower
African-American,Male,31,25 - 45,Married,Jail Inmate,0,12,(F3),2,5,0,5.5677643628300215,3.4641016151377544,1.4142135623730951,Lower
African-American,Female,25,25 - 45,Single,Pretrial Defendant,0,3,(M1),5,10,0,5,1.7320508075688772,2.23606797749979,Higher
Caucasian,Male,25,25 - 45,Single,Jail Inmate,1,2,(F3),0,5,0,5,1.4142135623730951,0,Lower
African-American,Male,21,Less than 25,Single,Jail Inmate,0,3,(F3),32,7,1,4.58257569495584,1.7320508075688772,5.656854249492381,Higher
Caucasian,Male,31,25 - 45,Single,Jail Inmate,0,2,(F3),0,5,0,5.5677643628300215,1.4142135623730951,0,Lower
African-American,Male,35,25 - 45,Married,Jail Inmate,1,4,(F3),2742,8,0,5.916079783099616,2,52.364109846344185,Higher
African-American,Male,33,25 - 45,Single,Jail Inmate,0,3,(F3),7,6,1,5.744562646538029,1.7320508075688772,2.6457513110645907,Higher
African-American,Male,26,25 - 45,Single,Jail Inmate,0,20,(F3),540,10,1,5.0990195135927845,4.47213595499958,23.2379000772445,Higher
African-American,Male,30,25 - 45,Single,Jail Inmate,0,6,(F3),2,9,0,5.477225575051661,2.449489742783178,1.4142135623730951,Higher
African-American,Female,35,25 - 45,Single,Jail Inmate,0,13,(F3),0,8,0,5.916079783099616,3.605551275463989,0,Higher
African-American,Male,34,25 - 45,Single,Jail Inmate,1,19,(M1),1,8,0,5.830951894845301,4.358898943540674,1,Higher
Other,Male,41,25 - 45,Single,Jail Inmate,0,31,(F3),1414,9,1,6.4031242374328485,5.5677643628300215,37.603191353926334,Higher
Other,Male,25,25 - 45,Single,Jail Inmate,0,1,(F2),1,2,0,5,1,1,Lower
Other,Male,57,Greater than 45,Single,Jail Inmate,0,0,(M1),1,1,0,7.54983443527075,0,1,Lower
African-American,Female,42,25 - 45,Married,Jail Inmate,0,1,(F3),1,2,0,6.48074069840786,1,1,Lower
African-American,Male,26,25 - 45,Single,Jail Inmate,1,9,(F3),2,10,1,5.0990195135927845,3,1.4142135623730951,Higher
African-American,Male,36,25 - 45,Single,Jail Inmate,0,2,(F2),6,6,1,6,1.4142135623730951,2.449489742783178,Higher
African-American,Male,41,25 - 45,Single,Jail Inmate,1,24,(F3),2370,10,1,6.4031242374328485,4.898979485566356,48.68264577855234,Higher
Caucasian,Male,27,25 - 45,Single,Jail Inmate,0,0,(F3),1,2,0,5.196152422706632,0,1,Lower
Other,Female,58,Greater than 45,Single,Jail Inmate,0,0,(F3),1,1,1,7.615773105863909,0,1,Lower
